study_id,experiment,experiment_name,year,month,day,participant,age_in_years,sex,role,participant_2,age_in_years_2,sex_2,role_2,species,dyad,condition,proximity_in_seconds,composite_index_in_seconds,begging_in_seconds,time_in_seconds
amici2012aversion,2,food_distribution,2005,11,5,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,baseline_1,43,0.0,0,56.0
amici2012aversion,2,food_distribution,2005,11,6,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,baseline_2,40,0.0,0,54.0
amici2012aversion,2,food_distribution,2005,11,9,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,baseline_3,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,equal,92,1.0,0,107.0
amici2012aversion,2,food_distribution,2005,11,5,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,unequal,112,1.0,0,124.0
amici2012aversion,2,food_distribution,2005,11,9,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,unequal-part_1,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,alex,4,m,focal_participant,unyoro,8,m,partner,chimpanzee,alex_unyoro,unequal-part_2,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,baseline_1,51,0.0,0,51.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,baseline_2,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,baseline_3,38,1.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,equal,87,2.0,0,93.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,unequal,106,11.0,0,119.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,unequal-part_1,41,4.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,alex,4,m,partner,chimpanzee,alexandra_alex,unequal-part_2,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,baseline_1,50,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,baseline_2,46,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,baseline_3,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,equal,102,1.0,0,107.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,unequal,88,0.0,0,88.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,unequal-part_1,46,2.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,annett,6,f,partner,chimpanzee,alexandra_annett,unequal-part_2,44,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,baseline_1,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,baseline_2,59,0.0,0,59.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,baseline_3,38,0.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,equal,80,0.0,0,80.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,unequal,91,1.0,0,91.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,unequal-part_1,37,0.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,fifi,12,f,partner,chimpanzee,alexandra_fifi,unequal-part_2,43,8.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,baseline_1,47,0.0,0,47.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,baseline_2,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,12,2,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,baseline_3,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,equal,89,1.0,0,89.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,unequal,94,0.0,0,94.0
amici2012aversion,2,food_distribution,2005,12,2,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,unequal-part_1,37,0.0,0,37.0
amici2012aversion,2,food_distribution,2005,12,2,alexandra,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,alexandra_gertrudia,unequal-part_2,38,0.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,baseline_1,47,0.0,0,47.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,baseline_2,37,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,baseline_3,36,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,equal,85,0.0,0,112.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,unequal,113,0.0,0,140.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,unequal-part_1,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,alexandra_jahaga,unequal-part_2,41,3.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,baseline_1,44,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,baseline_2,46,3.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,baseline_3,33,0.0,0,33.0
amici2012aversion,2,food_distribution,2005,11,5,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,equal,69,5.0,0,69.0
amici2012aversion,2,food_distribution,2005,11,6,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,unequal,115,2.0,0,115.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,unequal-part_1,50,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,9,alexandra,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,alexandra_unyoro,unequal-part_2,43,2.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,baseline_1,46,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,baseline_2,56,5.0,0,56.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,baseline_3,45,1.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,equal,101,8.0,0,101.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,unequal,95,0.0,0,95.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,unequal-part_1,48,1.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alex,4,m,partner,chimpanzee,annett_alex,unequal-part_2,44,4.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,baseline_1,50,1.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,baseline_2,45,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,baseline_3,42,1.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,equal,107,2.0,0,107.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,unequal,88,7.0,0,88.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,unequal-part_1,46,1.0,0,46.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,alexandra,6,f,partner,chimpanzee,annett_alexandra,unequal-part_2,44,2.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,baseline_1,67,1.0,0,67.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,baseline_2,49,0.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,baseline_3,49,2.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,equal,110,5.0,0,110.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,unequal,131,1.0,0,131.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,unequal-part_1,49,2.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,fifi,12,f,partner,chimpanzee,annett_fifi,unequal-part_2,43,1.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,baseline_1,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,baseline_2,55,0.0,0,55.0
amici2012aversion,2,food_distribution,2005,12,2,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,baseline_3,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,equal,152,3.0,0,152.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,unequal,114,0.0,0,114.0
amici2012aversion,2,food_distribution,2005,12,2,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,unequal-part_1,43,3.0,0,43.0
amici2012aversion,2,food_distribution,2005,12,2,annett,6,f,focal_participant,gertrudia,12,f,partner,chimpanzee,annett_gertrudia,unequal-part_2,40,1.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,baseline_1,58,2.0,0,58.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,baseline_2,53,3.0,0,53.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,baseline_3,48,1.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,equal,106,5.0,0,106.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,unequal,143,3.0,0,143.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,unequal-part_1,42,1.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,jahaga,12,f,partner,chimpanzee,annett_jahaga,unequal-part_2,50,0.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,baseline_1,49,0.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,baseline_2,44,3.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,baseline_3,42,0.0,0,42.0
amici2012aversion,2,food_distribution,2005,11,5,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,equal,96,3.0,0,96.0
amici2012aversion,2,food_distribution,2005,11,6,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,unequal,89,0.0,0,89.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,unequal-part_1,56,0.0,0,56.0
amici2012aversion,2,food_distribution,2005,11,9,annett,6,f,focal_participant,unyoro,8,m,partner,chimpanzee,annett_unyoro,unequal-part_2,40,0.0,0,40.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,frodo,11,m,partner,chimpanzee,dorien_frodo,baseline_1,113,1.0,0,114.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,frodo,11,m,partner,chimpanzee,dorien_frodo,baseline_2,57,1.0,0,57.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,frodo,12,m,partner,chimpanzee,dorien_frodo,baseline_3,38,2.0,0,38.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,frodo,11,m,partner,chimpanzee,dorien_frodo,equal,114,3.0,0,114.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,frodo,11,m,partner,chimpanzee,dorien_frodo,unequal,113,1.0,0,113.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,frodo,12,m,partner,chimpanzee,dorien_frodo,unequal-part_1,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,frodo,12,m,partner,chimpanzee,dorien_frodo,unequal-part_2,45,2.0,0,45.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,riet,27,f,partner,chimpanzee,dorien_riet,baseline_1,55,0.0,0,55.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,riet,27,f,partner,chimpanzee,dorien_riet,baseline_2,51,0.0,0,54.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,riet,28,f,partner,chimpanzee,dorien_riet,baseline_3,90,0.0,0,90.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,riet,27,f,partner,chimpanzee,dorien_riet,equal,119,0.0,4,119.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,riet,27,f,partner,chimpanzee,dorien_riet,unequal,124,7.0,0,124.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,riet,28,f,partner,chimpanzee,dorien_riet,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,riet,28,f,partner,chimpanzee,dorien_riet,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,baseline_1,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,baseline_2,48,0.0,0,48.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,baseline_3,40,3.0,0,82.0
amici2012aversion,2,food_distribution,2005,10,28,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,equal,98,1.0,0,98.0
amici2012aversion,2,food_distribution,2005,10,25,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,unequal,126,1.0,1,126.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,unequal-part_1,56,1.0,0,56.0
amici2012aversion,2,food_distribution,2005,12,1,dorien,25,f,focal_participant,sandra,12,f,partner,chimpanzee,dorien_sandra,unequal-part_2,48,3.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,baseline_1,53,4.0,0,53.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,baseline_2,45,5.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,baseline_3,41,1.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,equal,95,5.0,1,95.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,unequal,121,26.0,0,121.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,unequal-part_1,50,4.0,0,50.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alex,4,m,partner,chimpanzee,fifi_alex,unequal-part_2,41,0.0,0,41.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,baseline_1,44,4.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,baseline_2,41,0.0,0,59.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,baseline_3,38,2.0,0,38.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,equal,80,6.0,0,80.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,unequal,91,8.0,1,91.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,unequal-part_1,37,2.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,alexandra,6,f,partner,chimpanzee,fifi_alexandra,unequal-part_2,43,2.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,baseline_1,57,3.0,0,67.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,baseline_2,47,4.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,baseline_3,49,1.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,equal,110,6.0,0,110.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,unequal,131,13.0,0,131.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,unequal-part_1,49,1.0,0,49.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,annett,6,f,partner,chimpanzee,fifi_annett,unequal-part_2,43,1.0,0,43.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,baseline_1,45,0.0,0,45.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,baseline_2,44,0.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,baseline_3,33,0.0,0,33.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,equal,97,6.0,0,97.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,unequal,91,8.0,0,91.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,unequal-part_1,34,0.0,0,34.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,gertrudia,12,f,partner,chimpanzee,fifi_gertrudia,unequal-part_2,32,0.0,0,32.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,baseline_1,40,1.0,0,40.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,baseline_2,48,1.0,0,48.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,baseline_3,37,0.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,equal,104,0.0,0,104.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,unequal,81,0.0,0,81.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,unequal-part_1,37,0.0,0,37.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,jahaga,12,f,partner,chimpanzee,fifi_jahaga,unequal-part_2,35,0.0,0,35.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,baseline_1,55,0.0,0,55.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,baseline_2,50,3.0,1,50.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,baseline_3,39,0.0,0,39.0
amici2012aversion,2,food_distribution,2005,11,6,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,equal,109,8.0,2,109.0
amici2012aversion,2,food_distribution,2005,11,5,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,unequal,93,3.0,0,111.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,unequal-part_1,44,1.0,0,44.0
amici2012aversion,2,food_distribution,2005,11,9,fifi,12,f,focal_participant,unyoro,8,m,partner,chimpanzee,fifi_unyoro,unequal-part_2,35,3.0,0,35.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,baseline_1,94,0.0,0,114.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,baseline_2,57,0.0,0,57.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,baseline_3,36,1.0,1,38.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,equal,102,0.0,0,114.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,unequal,86,0.0,0,113.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,unequal-part_1,45,0.0,1,45.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,dorien,25,f,partner,chimpanzee,frodo_dorien,unequal-part_2,45,5.0,2,45.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,riet,27,f,partner,chimpanzee,frodo_riet,baseline_1,50,0.0,0,63.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,riet,27,f,partner,chimpanzee,frodo_riet,baseline_2,35,0.0,0,46.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,riet,28,f,partner,chimpanzee,frodo_riet,baseline_3,66,2.0,0,68.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,riet,27,f,partner,chimpanzee,frodo_riet,equal,88,2.0,0,94.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,riet,27,f,partner,chimpanzee,frodo_riet,unequal,85,5.0,0,120.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,riet,28,f,partner,chimpanzee,frodo_riet,unequal-part_1,,,,0.0
amici2012aversion,2,food_distribution,2005,12,1,frodo,12,m,focal_participant,riet,28,f,partner,chimpanzee,frodo_riet,unequal-part_2,,,,0.0
amici2012aversion,2,food_distribution,2005,10,28,frodo,11,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,baseline_1,37,0.0,0,54.0
amici2012aversion,2,food_distribution,2005,10,25,frodo,11,m,focal_participant,sandra,12,f,partner,chimpanzee,frodo_sandra,baseline_2,56,0.0,0,58.0
