study_id,experiment,year,month,day,participant,age_in_years,sex,species,session,trial,condition,position,chosen,correct
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,6.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,7.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,8.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,9.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,10.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,11.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,kuno,12.0,m,bonobo,1.0,12.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,1.0,full_table,right,right,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,2.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,3.0,full_table,left,left,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,4.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,5.0,full_table,right,right,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,6.0,full_table,left,left,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,7.0,full_table,left,left,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,8.0,full_table,right,right,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,9.0,full_table,right,right,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,10.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,11.0,full_table,left,left,yes
hribar2011great,2,2009,09,28,limbuko,13.0,m,bonobo,2.0,12.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,1.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,2.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,3.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,4.0,full_table,middle,left,no
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,5.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,6.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,7.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,8.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,9.0,full_table,right,right,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,10.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,11.0,full_table,left,left,yes
hribar2011great,2,2009,09,23,pini,21.0,f,orangutan,1.0,12.0,full_table,middle,left,no
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,1.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,2.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,3.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,4.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,5.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,6.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,7.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,8.0,half_table,right,middle,no
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,9.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,10.0,half_table,middle,left,no
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,11.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,dunja,36.0,f,orangutan,1.0,12.0,half_table,middle,left,no
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,1.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,2.0,half_table,middle,right,no
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,3.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,4.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,5.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,6.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,7.0,half_table,left,right,no
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,8.0,half_table,left,left,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,9.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,10.0,half_table,right,right,yes
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,11.0,half_table,middle,left,no
hribar2011great,2,2009,09,23,yasa,12.0,f,bonobo,1.0,12.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,1.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,2.0,full_table,middle,left,no
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,3.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,4.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,5.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,6.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,7.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,8.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,9.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,10.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,11.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,padana,11.0,f,orangutan,2.0,12.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,1.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,2.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,3.0,half_table,right,middle,no
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,4.0,half_table,right,right,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,5.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,6.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,7.0,half_table,right,right,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,8.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,9.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,10.0,half_table,right,right,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,11.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,pini,21.0,f,orangutan,2.0,12.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,1.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,2.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,3.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,4.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,5.0,full_table,left,right,no
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,6.0,full_table,middle,right,no
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,7.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,8.0,full_table,left,right,no
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,9.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,10.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,11.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,bimbo,29.0,m,orangutan,2.0,12.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,1.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,2.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,3.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,4.0,full_table,left,middle,no
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,5.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,6.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,7.0,full_table,middle,right,no
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,8.0,full_table,right,middle,no
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,9.0,full_table,left,middle,no
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,10.0,full_table,right,right,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,11.0,full_table,middle,middle,yes
hribar2011great,2,2009,09,30,dunja,36.0,f,orangutan,2.0,12.0,full_table,left,left,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,1.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,2.0,half_table,middle,middle,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,3.0,half_table,right,right,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,4.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,5.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,6.0,half_table,right,left,no
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,7.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,8.0,half_table,right,right,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,9.0,half_table,left,left,yes
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,10.0,half_table,right,left,no
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,11.0,half_table,middle,left,no
hribar2011great,2,2009,09,30,dokana,20.0,f,orangutan,2.0,12.0,half_table,left,left,yes
